conceptidprognosyrke;fa15nr;bedömning23;bedömning26;yrkesverksamma_antal;andel_kvinnor;andel_män;special;tillträde;pension;efterfråga;pil_2022_tilltr;pil_2026_tilltr;pil_2022_pension;pil_2026_pension;pil_2022_efterfråga;pil_2026_efterfråga;index;svårare_fa15nr;lättare_fa15nr;;;
TgyQ_cnb_2EY;16;;;;;;;;;;1,00;1,01;0,72;0,92;1,06;1,05;4;;;;;
TgyQ_cnb_2EY;17;;;;;;;;;;1,02;1,03;0,54;0,65;1,02;1,05;1;;;;;
TgyQ_cnb_2EY;18;;;;;;;;;;1,03;1,03;0,70;0,81;1,01;1,05;2;;;;;
TgyQ_cnb_2EY;19;;;;;;;;;;1,01;1,01;0,65;0,72;0,99;1,05;3;22;23;;;
TgyQ_cnb_2EY;20;;;;;;;;;;1,02;1,04;0,56;0,58;1,12;1,05;0;;;;;
TgyQ_cnb_2EY;21;;;;;;;;;;1,05;1,06;0,76;0,98;1,01;1,05;0;;;;;
TgyQ_cnb_2EY;22;;;;;;;;;;1,05;1,06;0,70;0,74;0,99;1,05;5;;;;;
TgyQ_cnb_2EY;23;;;;;;;;;;1,00;1,01;0,73;0,81;0,98;1,05;2;;;;;
TgyQ_cnb_2EY;24;;;;;;;;;;1,02;1,03;0,67;0,81;1,01;1,05;5;;;;;
TgyQ_cnb_2EY;25;;;;;;;;;;1,03;1,03;0,69;0,70;1,03;1,05;4;;;;;
TgyQ_cnb_2EY;26;;;;;;;;;;1,00;1,01;0,58;1,08;1,06;1,05;0;;;;;
TgyQ_cnb_2EY;27;;;;;;;;;;1,01;1,02;0,70;0,68;1,02;1,05;1;;;;;
TgyQ_cnb_2EY;28;;;;;;;;;;1,00;1,00;0,60;0,53;0,99;1,05;4;;;;;
TgyQ_cnb_2EY;29;;;;;;;;;;1,08;1,09;0,56;0,58;1,00;1,05;0;;;;;
TgyQ_cnb_2EY;30;;;;;;;;;;1,04;1,09;0,51;0,61;0,95;1,05;0;;;;;
TgyQ_cnb_2EY;31;;;;;;;;;;1,09;1,13;0,00;;1,32;1,05;0;;;;;
TgyQ_cnb_2EY;32;;;;;;;;;;0,99;1,00;0,53;0,67;1,03;1,05;0;;;;;
TgyQ_cnb_2EY;33;;;;;;;;;;1,00;1,00;0,32;0,56;1,22;1,05;0;;;;;
TgyQ_cnb_2EY;34;;;;;;;;;;1,04;1,04;0,71;0,78;1,03;1,05;3;24;23;;;
TgyQ_cnb_2EY;35;;;;;;;;;;1,05;1,07;0,69;0,83;1,12;1,05;0;;;;;
TgyQ_cnb_2EY;36;;;;;;;;;;1,00;1,00;0,56;0,77;1,01;1,05;0;;;;;
TgyQ_cnb_2EY;37;;;;;;;;;;1,00;0,99;0,68;0,76;1,07;1,05;0;;;;;
TgyQ_cnb_2EY;38;;;;;;;;;;1,02;1,02;0,69;0,59;1,07;1,05;0;;;;;
TgyQ_cnb_2EY;39;;;;;;;;;;1,04;1,06;0,50;0,81;1,03;1,05;0;;;;;
TgyQ_cnb_2EY;40;;;;;;;;;;1,00;1,02;0,53;0,45;0,90;1,05;0;;;;;
TgyQ_cnb_2EY;41;;;;;;;;;;1,01;1,01;0,76;0,76;1,02;1,05;5;;;;;
TgyQ_cnb_2EY;42;;;;;;;;;;0,99;1,00;0,72;0,75;1,06;1,05;5;;;;;
TgyQ_cnb_2EY;43;;;;;;;;;;1,01;1,03;0,55;0,78;1,02;1,05;0;;;;;
TgyQ_cnb_2EY;44;;;;;;;;;;1,00;1,00;0,61;0,96;1,05;1,05;2;;;;;
TgyQ_cnb_2EY;45;;;;;;;;;;0,97;0,98;0,40;0,76;1,03;1,05;0;;;;;
TgyQ_cnb_2EY;46;;;;;;;;;;1,03;1,03;0,35;0,68;0,97;1,05;0;;;;;
TgyQ_cnb_2EY;47;;;;;;;;;;1,11;1,12;0,00;;0,78;1,05;0;;;;;
TgyQ_cnb_2EY;48;;;;;;;;;;1,01;1,01;0,66;0,82;1,02;1,05;2;;;;;
TgyQ_cnb_2EY;49;;;;;;;;;;0,99;1,01;0,47;0,63;1,04;1,05;0;;;;;
TgyQ_cnb_2EY;50;;;;;;;;;;1,07;1,09;0,30;0,92;1,02;1,05;0;;;;;
TgyQ_cnb_2EY;51;;;;;;;;;;1,08;1,10;0,18;2,00;0,99;1,05;0;;;;;
TgyQ_cnb_2EY;52;;;;;;;;;;1,01;1,01;0,65;0,86;0,97;1,05;1;;;;;
TgyQ_cnb_2EY;53;;;;;;;;;;0,95;0,97;0,06;2,00;0,96;1,05;0;;;;;
TgyQ_cnb_2EY;54;;;;;;;;;;1,01;1,03;0,48;1,30;1,04;1,05;0;;;;;
TgyQ_cnb_2EY;55;;;;;;;;;;1,01;1,01;0,59;0,61;1,03;1,05;2;;;;;
TgyQ_cnb_2EY;56;;;;;;;;;;1,11;1,12;0,36;0,94;1,20;1,05;0;;;;;
TgyQ_cnb_2EY;57;;;;;;;;;;1,20;1,21;0,00;;1,20;1,05;0;;;;;
TgyQ_cnb_2EY;58;;;;;;;;;;0,98;0,99;0,22;0,41;0,96;1,05;0;;;;;
TgyQ_cnb_2EY;59;;;;;;;;;;0,98;0,99;0,23;0,44;1,16;1,05;0;;;;;
TgyQ_cnb_2EY;60;;;;;;;;;;1,02;1,03;0,44;0,85;1,03;1,05;0;;;;;
TiLG_WB2_fmv;0;2;3;8471;2;98;2;3;3;3;1,00;1,00;1,03;1,27;1,06;1,08;;;;;;
TiLG_WB2_fmv;1;;;;;;;;;;1,01;1,02;1,02;1,50;1,10;1,08;1;;;;;
TiLG_WB2_fmv;2;;;;;;;;;;1,00;1,01;0,73;1,35;1,10;1,08;2;;;;;
TiLG_WB2_fmv;3;;;;;;;;;;0,99;1,00;0,38;2,00;1,02;1,08;0;;;;;
TiLG_WB2_fmv;4;;;;;;;;;;1,06;1,06;0,12;0,11;1,13;1,08;0;;;;;
TiLG_WB2_fmv;5;;;;;;;;;;1,02;1,04;0,16;0,21;1,15;1,08;0;;;;;
TiLG_WB2_fmv;6;;;;;;;;;;1,02;1,03;0,85;1,16;1,01;1,08;1;;;;;
TiLG_WB2_fmv;7;;;;;;;;;;1,02;1,02;0,34;0,84;1,06;1,08;0;;;;;
TiLG_WB2_fmv;8;;;;;;;;;;1,03;1,05;0,46;0,88;1,16;1,08;0;;;;;
TiLG_WB2_fmv;9;;;;;;;;;;1,02;1,03;0,40;1,51;1,11;1,08;2;;;;;
TiLG_WB2_fmv;10;;;;;;;;;;0,97;0,98;0,08;2,00;1,04;1,08;0;;;;;
TiLG_WB2_fmv;11;;;;;;;;;;1,05;1,06;0,41;0,38;1,17;1,08;0;;;;;
TiLG_WB2_fmv;12;;;;;;;;;;1,02;1,02;0,12;1,98;1,15;1,08;0;;;;;
TiLG_WB2_fmv;13;;;;;;;;;;1,00;1,01;0,74;1,39;1,03;1,08;4;;;;;
TiLG_WB2_fmv;14;;;;;;;;;;1,01;1,01;0,66;1,74;1,02;1,08;3;13;15;;;
TiLG_WB2_fmv;15;;;;;;;;;;1,00;1,01;0,97;1,29;1,12;1,08;2;;;;;
TiLG_WB2_fmv;16;;;;;;;;;;0,99;0,98;0,65;1,21;1,06;1,08;4;;;;;
TiLG_WB2_fmv;17;;;;;;;;;;1,01;1,02;0,34;1,40;1,03;1,08;0;;;;;
TiLG_WB2_fmv;18;;;;;;;;;;1,01;1,02;0,53;1,26;1,04;1,08;0;;;;;
TiLG_WB2_fmv;19;;;;;;;;;;0,99;1,00;1,08;1,20;1,09;1,08;1;;;;;
TiLG_WB2_fmv;20;;;;;;;;;;1,05;1,06;0,59;0,96;1,13;1,08;0;;;;;
TiLG_WB2_fmv;21;;;;;;;;;;1,01;1,01;0,31;1,32;1,10;1,08;0;;;;;
TiLG_WB2_fmv;22;;;;;;;;;;1,00;1,00;1,07;1,11;1,01;1,08;2;;;;;
TiLG_WB2_fmv;23;;;;;;;;;;1,01;1,01;1,07;1,39;1,07;1,08;3;48;1;;;
TiLG_WB2_fmv;24;;;;;;;;;;1,00;1,01;0,63;1,91;1,05;1,08;3;25;19;;;
TiLG_WB2_fmv;25;;;;;;;;;;1,01;1,01;0,64;1,40;1,04;1,08;4;;;;;
TiLG_WB2_fmv;26;;;;;;;;;;0,96;0,97;0,13;2,00;1,00;1,08;0;;;;;
TiLG_WB2_fmv;27;;;;;;;;;;1,00;1,00;0,77;1,20;1,03;1,08;5;;;;;
TiLG_WB2_fmv;28;;;;;;;;;;1,00;1,00;0,16;1,17;1,26;1,08;0;;;;;
TiLG_WB2_fmv;29;;;;;;;;;;0,99;0,99;0,18;1,01;1,16;1,08;0;;;;;
TiLG_WB2_fmv;30;;;;;;;;;;1,07;1,09;0,08;1,29;1,18;1,08;0;;;;;
TiLG_WB2_fmv;31;;;;;;;;;;0,99;1,04;0,00;;1,00;1,08;0;;;;;
TiLG_WB2_fmv;32;;;;;;;;;;1,00;1,01;0,25;1,18;1,04;1,08;0;;;;;
TiLG_WB2_fmv;33;;;;;;;;;;1,00;1,01;0,11;1,18;1,11;1,08;0;;;;;
TiLG_WB2_fmv;34;;;;;;;;;;1,02;1,02;0,60;1,55;1,05;1,08;4;;;;;
TiLG_WB2_fmv;35;;;;;;;;;;0,97;0,99;0,53;1,52;1,03;1,08;0;;;;;
TiLG_WB2_fmv;36;;;;;;;;;;0,98;0,99;1,10;0,95;1,03;1,08;1;;;;;
TiLG_WB2_fmv;37;;;;;;;;;;0,98;0,97;0,53;1,65;1,09;1,08;0;;;;;
TiLG_WB2_fmv;38;;;;;;;;;;0,98;0,99;0,44;1,42;1,11;1,08;0;;;;;
TiLG_WB2_fmv;39;;;;;;;;;;0,98;0,99;0,04;0,70;1,14;1,08;0;;;;;
TiLG_WB2_fmv;40;;;;;;;;;;1,02;1,03;0,06;0,00;1,18;1,08;0;;;;;
TiLG_WB2_fmv;41;;;;;;;;;;0,98;0,99;0,41;1,28;1,08;1,08;0;;;;;
TiLG_WB2_fmv;42;;;;;;;;;;0,99;0,99;0,59;1,66;1,15;1,08;0;;;;;
TiLG_WB2_fmv;43;;;;;;;;;;1,06;1,05;0,22;2,00;1,13;1,08;0;;;;;
TiLG_WB2_fmv;44;;;;;;;;;;1,01;1,01;0,11;2,00;1,03;1,08;0;;;;;
TiLG_WB2_fmv;45;;;;;;;;;;0,98;0,99;0,16;0,00;1,08;1,08;0;;;;;
TiLG_WB2_fmv;46;;;;;;;;;;0,96;0,95;0,00;;1,46;1,08;0;;;;;
TiLG_WB2_fmv;47;;;;;;;;;;1,18;1,22;0,00;;0,98;1,08;0;;;;;
TiLG_WB2_fmv;48;;;;;;;;;;1,00;1,01;0,57;1,03;0,88;1,08;5;;;;;
TiLG_WB2_fmv;49;;;;;;;;;;1,00;1,01;;;;;0;;;;;
TiLG_WB2_fmv;50;;;;;;;;;;1,05;1,09;0,00;;1,04;1,08;0;;;;;
TiLG_WB2_fmv;51;;;;;;;;;;1,09;1,10;0,05;0,00;1,25;1,08;0;;;;;
TiLG_WB2_fmv;52;;;;;;;;;;1,00;1,01;0,37;1,95;1,14;1,08;0;;;;;
TiLG_WB2_fmv;53;;;;;;;;;;0,95;0,98;;;;;0;;;;;
TiLG_WB2_fmv;54;;;;;;;;;;1,10;1,10;;;;;0;;;;;
TiLG_WB2_fmv;55;;;;;;;;;;1,00;0,99;0,85;1,66;1,09;1,08;5;;;;;
TiLG_WB2_fmv;56;;;;;;;;;;1,03;1,09;0,31;0,72;1,46;1,08;0;;;;;
TiLG_WB2_fmv;57;;;;;;;;;;1,06;1,09;0,00;;2,00;1,08;0;;;;;
TiLG_WB2_fmv;58;;;;;;;;;;1,06;1,07;0,00;;1,43;1,08;0;;;;;
TiLG_WB2_fmv;59;;;;;;;;;;0,99;0,99;0,00;;0,88;1,08;0;;;;;
TiLG_WB2_fmv;60;;;;;;;;;;0,96;0,96;0,16;0,54;1,30;1,08;0;;;;;
TQaX_tMT_Pfw;0;3;3;6563;61;39;4;3;3;3;1,16;1,14;0,74;0,67;1,03;1,03;;;;;;
TQaX_tMT_Pfw;1;;;;;;;;;;1,16;1,12;0,76;0,68;1,03;1,04;2;;;;;
TQaX_tMT_Pfw;2;;;;;;;;;;1,13;1,08;0,76;0,76;1,01;1,01;0;;;;;
TQaX_tMT_Pfw;3;;;;;;;;;;1,12;1,07;0,77;0,74;1,01;1,01;0;;;;;
TQaX_tMT_Pfw;4;;;;;;;;;;1,10;1,13;0,30;1,13;1,02;1,02;0;;;;;
TQaX_tMT_Pfw;5;;;;;;;;;;1,12;1,09;0,35;1,91;1,03;1,04;0;;;;;
TQaX_tMT_Pfw;6;;;;;;;;;;1,19;1,12;0,32;1,33;1,03;1,04;0;;;;;
TQaX_tMT_Pfw;7;;;;;;;;;;1,21;1,14;0,27;1,20;1,01;1,01;0;;;;;
TQaX_tMT_Pfw;8;;;;;;;;;;1,23;1,17;0,38;0,98;1,03;1,04;0;;;;;
TQaX_tMT_Pfw;9;;;;;;;;;;1,19;1,13;0,45;0,91;1,03;1,03;0;;;;;
TQaX_tMT_Pfw;10;;;;;;;;;;1,06;1,01;0,20;0,04;1,00;1,00;0;;;;;
TQaX_tMT_Pfw;11;;;;;;;;;;1,24;1,16;0,06;2,00;1,01;1,01;0;;;;;
TQaX_tMT_Pfw;12;;;;;;;;;;1,19;1,14;0,01;0,58;0,98;0,98;0;;;;;
TQaX_tMT_Pfw;13;;;;;;;;;;1,20;1,16;0,77;0,86;1,03;1,04;3;19;15;;;
TQaX_tMT_Pfw;14;;;;;;;;;;1,14;1,08;0,56;0,49;1,02;1,01;0;;;;;
TQaX_tMT_Pfw;15;;;;;;;;;;1,16;1,11;0,69;0,71;1,03;1,03;1;;;;;
TQaX_tMT_Pfw;16;;;;;;;;;;1,15;1,10;0,77;0,59;1,00;1,00;4;;;;;
TQaX_tMT_Pfw;17;;;;;;;;;;1,28;1,14;0,60;0,40;1,01;1,01;0;;;;;
TQaX_tMT_Pfw;18;;;;;;;;;;1,25;1,16;0,70;0,76;1,01;1,01;4;;;;;
TQaX_tMT_Pfw;19;;;;;;;;;;1,11;1,08;0,60;0,88;1,02;1,03;5;;;;;
TQaX_tMT_Pfw;20;;;;;;;;;;1,24;1,15;0,39;1,32;1,03;1,03;0;;;;;
TQaX_tMT_Pfw;21;;;;;;;;;;1,21;1,12;0,40;1,70;1,01;1,01;0;;;;;
TQaX_tMT_Pfw;22;;;;;;;;;;1,20;1,13;0,39;1,27;1,02;1,02;0;;;;;
TQaX_tMT_Pfw;23;;;;;;;;;;1,16;1,12;0,77;0,66;1,04;1,04;1;;;;;
TQaX_tMT_Pfw;24;;;;;;;;;;1,18;1,12;0,68;0,70;1,02;1,02;5;;;;;
TQaX_tMT_Pfw;25;;;;;;;;;;1,16;1,11;0,65;0,82;1,03;1,03;3;24;27;;;
TQaX_tMT_Pfw;26;;;;;;;;;;1,16;1,12;0,00;;1,00;1,00;0;;;;;
TQaX_tMT_Pfw;27;;;;;;;;;;1,15;1,11;0,60;0,61;1,01;1,01;2;;;;;
TQaX_tMT_Pfw;28;;;;;;;;;;1,19;1,10;0,31;1,02;0,99;0,98;0;;;;;
TQaX_tMT_Pfw;29;;;;;;;;;;0,95;1,00;0,00;0,00;0,96;0,95;0;;;;;
TQaX_tMT_Pfw;30;;;;;;;;;;1,02;0,98;0,01;2,00;1,00;1,00;0;;;;;
TQaX_tMT_Pfw;31;;;;;;;;;;1,06;1,06;0,00;;0,99;0,99;0;;;;;
TQaX_tMT_Pfw;32;;;;;;;;;;1,10;1,07;0,04;0,48;1,00;1,00;0;;;;;
TQaX_tMT_Pfw;33;;;;;;;;;;1,09;1,06;0,33;0,30;0,99;0,99;0;;;;;
TQaX_tMT_Pfw;34;;;;;;;;;;1,20;1,14;0,62;0,55;1,01;1,01;0;;;;;
TQaX_tMT_Pfw;35;;;;;;;;;;1,21;1,14;0,22;0,42;1,00;1,00;0;;;;;
TQaX_tMT_Pfw;36;;;;;;;;;;1,18;1,12;0,49;0,78;1,01;1,01;0;;;;;
TQaX_tMT_Pfw;37;;;;;;;;;;1,23;1,15;0,58;0,30;0,99;0,99;0;;;;;
TQaX_tMT_Pfw;38;;;;;;;;;;1,25;1,17;0,20;0,63;1,00;0,99;0;;;;;
TQaX_tMT_Pfw;39;;;;;;;;;;1,24;1,23;0,11;2,00;0,99;0,99;0;;;;;
TQaX_tMT_Pfw;40;;;;;;;;;;1,15;1,17;0,00;;0,99;0,99;0;;;;;
TQaX_tMT_Pfw;41;;;;;;;;;;1,19;1,13;0,31;0,83;1,02;1,02;0;;;;;
TQaX_tMT_Pfw;42;;;;;;;;;;1,16;1,11;0,50;0,97;1,00;1,00;0;;;;;
TQaX_tMT_Pfw;43;;;;;;;;;;1,15;1,14;0,08;1,68;0,97;0,96;0;;;;;
TQaX_tMT_Pfw;44;;;;;;;;;;1,17;1,11;0,71;0,46;1,01;1,00;0;;;;;
TQaX_tMT_Pfw;45;;;;;;;;;;1,10;1,09;0,16;1,92;0,96;0,96;0;;;;;
TQaX_tMT_Pfw;46;;;;;;;;;;1,06;1,05;0,04;2,00;0,98;0,97;0;;;;;
TQaX_tMT_Pfw;47;;;;;;;;;;1,71;1,42;0,26;0,00;;;0;;;;;
TQaX_tMT_Pfw;48;;;;;;;;;;1,12;1,06;0,61;0,71;1,02;1,03;3;19;55;;;
TQaX_tMT_Pfw;49;;;;;;;;;;1,03;1,02;0,00;2,00;0,99;0,99;0;;;;;
TQaX_tMT_Pfw;50;;;;;;;;;;1,23;1,15;0,00;;0,99;0,98;0;;;;;
TQaX_tMT_Pfw;51;;;;;;;;;;1,22;1,10;0,00;;1,00;1,00;0;;;;;
TQaX_tMT_Pfw;52;;;;;;;;;;1,20;1,14;0,73;0,44;1,00;1,00;0;;;;;
TQaX_tMT_Pfw;53;;;;;;;;;;0,86;0,90;0,00;0,42;;;0;;;;;
TQaX_tMT_Pfw;54;;;;;;;;;;1,03;1,06;0,00;;;;0;;;;;
TQaX_tMT_Pfw;55;;;;;;;;;;1,17;1,12;0,72;0,87;0,99;0,99;1;;;;;
TQaX_tMT_Pfw;56;;;;;;;;;;1,23;1,17;0,19;0,01;0,97;0,95;0;;;;;
TQaX_tMT_Pfw;57;;;;;;;;;;1,16;1,23;0,00;;0,98;0,98;0;;;;;
TQaX_tMT_Pfw;58;;;;;;;;;;1,00;0,96;0,00;;0,96;0,96;0;;;;;
TQaX_tMT_Pfw;59;;;;;;;;;;1,15;1,05;0,00;;0,96;0,95;0;;;;;
TQaX_tMT_Pfw;60;;;;;;;;;;1,09;1,02;0,03;1,26;0,98;0,97;0;;;;;
twqK_wzK_3Uy;0;2;3;48451;1;99;2;3;3;3;1,00;1,01;1,00;1,13;1,06;1,08;;;;;;
twqK_wzK_3Uy;1;;;;;;;;;;1,02;1,02;0,99;1,10;1,07;1,08;5;;;;;
twqK_wzK_3Uy;2;;;;;;;;;;1,01;1,01;0,96;1,09;1,04;1,08;3;1;6;;;
twqK_wzK_3Uy;3;;;;;;;;;;1,00;1,01;0,91;1,26;1,07;1,08;3;1;9;;;
twqK_wzK_3Uy;4;;;;;;;;;;1,05;1,07;0,71;1,13;1,09;1,08;3;1;8;;;
twqK_wzK_3Uy;5;;;;;;;;;;1,04;1,06;1,15;0,86;1,10;1,08;2;;;;;
twqK_wzK_3Uy;6;;;;;;;;;;1,02;1,03;1,04;1,23;1,08;1,08;2;;;;;
twqK_wzK_3Uy;7;;;;;;;;;;1,02;1,01;0,83;1,06;1,05;1,08;5;;;;;
twqK_wzK_3Uy;8;;;;;;;;;;1,04;1,05;0,91;1,09;1,08;1,08;2;;;;;
twqK_wzK_3Uy;9;;;;;;;;;;1,03;1,04;1,01;1,00;1,08;1,08;1;;;;;
twqK_wzK_3Uy;10;;;;;;;;;;0,97;0,99;0,87;1,16;1,02;1,08;3;1;9;;;
twqK_wzK_3Uy;11;;;;;;;;;;1,06;1,07;1,00;1,30;1,05;1,08;3;19;13;;;
twqK_wzK_3Uy;12;;;;;;;;;;1,01;1,00;1,22;1,25;1,06;1,08;1;;;;;
twqK_wzK_3Uy;13;;;;;;;;;;1,00;1,02;1,00;1,11;1,06;1,08;2;;;;;
twqK_wzK_3Uy;14;;;;;;;;;;1,00;1,01;0,88;1,21;1,02;1,08;5;;;;;
twqK_wzK_3Uy;15;;;;;;;;;;1,01;1,01;0,92;1,12;1,06;1,08;3;14;6;;;
twqK_wzK_3Uy;16;;;;;;;;;;1,00;0,99;1,03;1,18;1,05;1,08;2;;;;;
twqK_wzK_3Uy;17;;;;;;;;;;1,02;1,04;0,96;1,09;1,04;1,08;2;;;;;
twqK_wzK_3Uy;18;;;;;;;;;;1,02;1,02;0,96;1,24;1,07;1,08;4;;;;;
twqK_wzK_3Uy;19;;;;;;;;;;1,01;1,01;0,97;1,06;1,07;1,08;4;;;;;
twqK_wzK_3Uy;20;;;;;;;;;;1,04;1,06;0,97;1,04;1,07;1,08;1;;;;;
twqK_wzK_3Uy;21;;;;;;;;;;1,01;1,03;0,88;1,05;1,09;1,08;4;;;;;
twqK_wzK_3Uy;22;;;;;;;;;;1,01;1,02;1,12;1,03;1,04;1,08;4;;;;;
twqK_wzK_3Uy;23;;;;;;;;;;1,01;1,02;1,03;1,18;1,08;1,08;4;;;;;
twqK_wzK_3Uy;24;;;;;;;;;;1,01;1,01;1,03;1,12;1,01;1,08;5;;;;;
twqK_wzK_3Uy;25;;;;;;;;;;1,01;1,02;0,98;1,22;1,08;1,08;5;;;;;
twqK_wzK_3Uy;26;;;;;;;;;;0,95;0,97;0,68;1,71;1,03;1,08;4;;;;;
twqK_wzK_3Uy;27;;;;;;;;;;1,00;1,00;1,15;1,12;1,04;1,08;2;;;;;
twqK_wzK_3Uy;28;;;;;;;;;;0,99;0,99;0,73;1,18;1,05;1,08;1;;;;;
twqK_wzK_3Uy;29;;;;;;;;;;0,99;0,99;0,68;0,96;1,10;1,08;1;;;;;
twqK_wzK_3Uy;30;;;;;;;;;;1,09;1,10;0,53;1,35;1,09;1,08;0;;;;;
twqK_wzK_3Uy;31;;;;;;;;;;0,98;1,03;0,61;1,13;1,06;1,08;0;;;;;
twqK_wzK_3Uy;32;;;;;;;;;;1,01;1,03;0,91;1,35;1,02;1,08;5;;;;;
twqK_wzK_3Uy;33;;;;;;;;;;1,01;1,01;0,73;1,20;1,00;1,08;4;;;;;
twqK_wzK_3Uy;34;;;;;;;;;;1,03;1,02;0,94;1,11;1,05;1,08;3;36;37;;;
twqK_wzK_3Uy;35;;;;;;;;;;0,97;0,98;0,85;0,93;1,08;1,08;1;;;;;
twqK_wzK_3Uy;36;;;;;;;;;;0,99;1,00;1,05;1,37;1,06;1,08;5;;;;;
twqK_wzK_3Uy;37;;;;;;;;;;0,98;0,98;0,82;1,09;1,03;1,08;2;;;;;
twqK_wzK_3Uy;38;;;;;;;;;;0,99;1,01;1,03;1,36;1,02;1,08;4;;;;;
twqK_wzK_3Uy;39;;;;;;;;;;0,96;0,98;0,54;1,22;1,01;1,08;1;;;;;
twqK_wzK_3Uy;40;;;;;;;;;;1,00;1,01;1,06;1,16;1,12;1,08;0;;;;;
twqK_wzK_3Uy;41;;;;;;;;;;0,98;0,99;0,93;1,03;1,09;1,08;1;;;;;
twqK_wzK_3Uy;42;;;;;;;;;;1,00;0,99;0,95;1,04;1,08;1,08;4;;;;;
twqK_wzK_3Uy;43;;;;;;;;;;1,07;1,05;0,76;0,84;1,00;1,08;0;;;;;
twqK_wzK_3Uy;44;;;;;;;;;;1,01;1,01;0,81;0,96;1,05;1,08;3;48;55;;;
twqK_wzK_3Uy;45;;;;;;;;;;0,98;0,99;1,12;0,76;1,04;1,08;0;;;;;
twqK_wzK_3Uy;46;;;;;;;;;;0,97;0,96;0,88;0,89;1,07;1,08;1;;;;;
twqK_wzK_3Uy;47;;;;;;;;;;1,16;1,22;0,33;0,30;1,17;1,08;0;;;;;
twqK_wzK_3Uy;48;;;;;;;;;;1,01;1,03;0,81;1,36;1,06;1,08;5;;;;;
twqK_wzK_3Uy;49;;;;;;;;;;1,01;1,02;0,69;1,66;1,02;1,08;0;;;;;
twqK_wzK_3Uy;50;;;;;;;;;;1,02;1,07;0,57;0,70;1,07;1,08;0;;;;;
twqK_wzK_3Uy;51;;;;;;;;;;1,09;1,10;0,27;1,42;0,98;1,08;0;;;;;
twqK_wzK_3Uy;52;;;;;;;;;;1,02;1,03;0,84;1,04;1,06;1,08;3;48;55;;;
twqK_wzK_3Uy;53;;;;;;;;;;0,98;0,99;0,83;0,84;1,05;1,08;0;;;;;
twqK_wzK_3Uy;54;;;;;;;;;;1,10;1,09;0,18;2,00;1,05;1,08;0;;;;;
twqK_wzK_3Uy;55;;;;;;;;;;1,01;1,00;0,97;1,22;1,04;1,08;2;;;;;
twqK_wzK_3Uy;56;;;;;;;;;;0,99;1,04;0,45;1,26;1,02;1,08;0;;;;;
twqK_wzK_3Uy;57;;;;;;;;;;1,08;1,10;0,30;1,81;1,00;1,08;0;;;;;
twqK_wzK_3Uy;58;;;;;;;;;;1,08;1,06;0,23;2,00;1,00;1,08;0;;;;;
twqK_wzK_3Uy;59;;;;;;;;;;0,99;0,98;0,68;1,22;1,13;1,08;0;;;;;
twqK_wzK_3Uy;60;;;;;;;;;;0,96;0,96;0,91;0,90;1,07;1,08;5;;;;;
Uij6_Nsi_9op;0;1;1;4859;51;49;1;3;3;3;1,08;1,07;0,91;1,02;0,98;0,99;;;;;;
Uij6_Nsi_9op;1;;;;;;;;;;1,07;1,05;0,92;1,16;0,98;0,99;;;;;;
Uij6_Nsi_9op;2;;;;;;;;;;1,05;1,03;0,57;0,52;0,94;0,99;;;;;;
Uij6_Nsi_9op;3;;;;;;;;;;1,05;1,04;0,34;0,95;1,03;0,99;;;;;;
Uij6_Nsi_9op;4;;;;;;;;;;1,05;1,05;0,00;;1,07;0,99;;;;;;
Uij6_Nsi_9op;5;;;;;;;;;;1,11;1,10;0,39;1,09;1,16;0,99;;;;;;
Uij6_Nsi_9op;6;;;;;;;;;;1,08;1,06;0,22;1,53;1,03;0,99;;;;;;
Uij6_Nsi_9op;7;;;;;;;;;;1,05;1,04;0,03;2,00;1,13;0,99;;;;;;
Uij6_Nsi_9op;8;;;;;;;;;;1,08;1,05;0,31;1,15;0,95;0,99;;;;;;
Uij6_Nsi_9op;9;;;;;;;;;;1,04;1,03;0,39;0,96;1,01;0,99;;;;;;
Uij6_Nsi_9op;10;;;;;;;;;;0,96;0,99;0,04;0,25;1,07;0,99;;;;;;
Uij6_Nsi_9op;11;;;;;;;;;;1,12;1,11;0,37;1,11;0,98;0,99;;;;;;
Uij6_Nsi_9op;12;;;;;;;;;;1,01;1,02;0,00;;1,02;0,99;;;;;;
Uij6_Nsi_9op;13;;;;;;;;;;1,10;1,08;0,53;1,27;0,99;0,99;;;;;;
Uij6_Nsi_9op;14;;;;;;;;;;1,11;1,07;0,53;1,24;0,92;0,99;;;;;;
Uij6_Nsi_9op;15;;;;;;;;;;1,09;1,07;0,79;0,93;0,97;0,99;;;;;;
Uij6_Nsi_9op;16;;;;;;;;;;1,07;1,04;0,87;0,68;1,31;0,99;;;;;;
Uij6_Nsi_9op;17;;;;;;;;;;1,08;1,07;0,32;1,57;0,98;0,99;;;;;;
Uij6_Nsi_9op;18;;;;;;;;;;1,07;1,04;0,30;0,58;0,97;0,99;;;;;;
Uij6_Nsi_9op;19;;;;;;;;;;1,10;1,07;0,70;1,58;0,96;0,99;;;;;;
Uij6_Nsi_9op;20;;;;;;;;;;1,05;1,08;0,36;1,18;0,98;0,99;;;;;;
Uij6_Nsi_9op;21;;;;;;;;;;1,07;1,05;0,24;2,00;0,96;0,99;;;;;;
